score_id,learner_id,session_registration,level,item_code,capability_code,round_number,decision_type,score,raw_score,correctness,compliance_flag,style_match,response_time_seconds,score_timestamp,raw_statement_id
00000000-0000-4000-8000-00000000009f,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),13,round-completed,100,3,true,,,,2026-09-15T09:39:29.000Z,00000000-0000-4000-8000-00000000009f
00000000-0000-4000-8000-0000000000a1,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),14,hook,67,,true,safe,2,16,2026-09-15T09:39:49.000Z,00000000-0000-4000-8000-0000000000a1
00000000-0000-4000-8000-0000000000a2,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),14,diagnosis,67,,true,safe,2,20,2026-09-15T09:40:09.000Z,00000000-0000-4000-8000-0000000000a2
00000000-0000-4000-8000-0000000000a3,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),14,pitch,67,,true,safe,1,25,2026-09-15T09:40:34.000Z,00000000-0000-4000-8000-0000000000a3
00000000-0000-4000-8000-0000000000a5,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),14,objection-response,67,,true,safe,2,18,2026-09-15T09:40:58.000Z,00000000-0000-4000-8000-0000000000a5
00000000-0000-4000-8000-0000000000a7,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),14,objection-response,33,,true,safe,2,18,2026-09-15T09:41:22.000Z,00000000-0000-4000-8000-0000000000a7
00000000-0000-4000-8000-0000000000a9,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),14,objection-response,33,,true,safe,2,18,2026-09-15T09:41:46.000Z,00000000-0000-4000-8000-0000000000a9
00000000-0000-4000-8000-0000000000ab,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),14,objection-response,33,,true,safe,2,18,2026-09-15T09:42:10.000Z,00000000-0000-4000-8000-0000000000ab
00000000-0000-4000-8000-0000000000ac,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),14,round-completed,67,2,true,,,,2026-09-15T09:42:15.000Z,00000000-0000-4000-8000-0000000000ac
00000000-0000-4000-8000-0000000000ae,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),15,hook,33,,true,safe,2,16,2026-09-15T09:42:35.000Z,00000000-0000-4000-8000-0000000000ae
00000000-0000-4000-8000-0000000000af,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),15,diagnosis,33,,true,safe,2,20,2026-09-15T09:42:55.000Z,00000000-0000-4000-8000-0000000000af
00000000-0000-4000-8000-0000000000b0,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),15,pitch,33,,true,safe,1,25,2026-09-15T09:43:20.000Z,00000000-0000-4000-8000-0000000000b0
00000000-0000-4000-8000-0000000000b2,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),15,objection-response,33,,true,safe,2,18,2026-09-15T09:43:44.000Z,00000000-0000-4000-8000-0000000000b2
00000000-0000-4000-8000-0000000000b4,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),15,objection-response,0,,false,borderline,2,18,2026-09-15T09:44:08.000Z,00000000-0000-4000-8000-0000000000b4
00000000-0000-4000-8000-0000000000b5,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),15,round-completed,33,1,true,,,,2026-09-15T09:44:13.000Z,00000000-0000-4000-8000-0000000000b5
00000000-0000-4000-8000-0000000000b7,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),16,hook,67,,true,safe,2,16,2026-09-15T09:44:33.000Z,00000000-0000-4000-8000-0000000000b7
00000000-0000-4000-8000-0000000000b8,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),16,diagnosis,67,,true,safe,2,20,2026-09-15T09:44:53.000Z,00000000-0000-4000-8000-0000000000b8
00000000-0000-4000-8000-0000000000b9,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),16,pitch,67,,true,safe,1,25,2026-09-15T09:45:18.000Z,00000000-0000-4000-8000-0000000000b9
00000000-0000-4000-8000-0000000000bb,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),16,objection-response,67,,true,safe,2,18,2026-09-15T09:45:42.000Z,00000000-0000-4000-8000-0000000000bb
00000000-0000-4000-8000-0000000000bd,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),16,objection-response,33,,true,safe,2,18,2026-09-15T09:46:06.000Z,00000000-0000-4000-8000-0000000000bd
00000000-0000-4000-8000-0000000000bf,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),16,objection-response,33,,true,safe,2,18,2026-09-15T09:46:30.000Z,00000000-0000-4000-8000-0000000000bf
00000000-0000-4000-8000-0000000000c0,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),16,round-completed,67,2,true,,,,2026-09-15T09:46:35.000Z,00000000-0000-4000-8000-0000000000c0
00000000-0000-4000-8000-0000000000c2,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),17,hook,100,,true,safe,2,16,2026-09-15T09:46:55.000Z,00000000-0000-4000-8000-0000000000c2
00000000-0000-4000-8000-0000000000c3,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),17,diagnosis,100,,true,safe,2,20,2026-09-15T09:47:15.000Z,00000000-0000-4000-8000-0000000000c3
00000000-0000-4000-8000-0000000000c4,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),17,pitch,100,,true,safe,2,25,2026-09-15T09:47:40.000Z,00000000-0000-4000-8000-0000000000c4
00000000-0000-4000-8000-0000000000c6,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),17,objection-response,100,,true,safe,2,18,2026-09-15T09:48:04.000Z,00000000-0000-4000-8000-0000000000c6
00000000-0000-4000-8000-0000000000c8,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),17,objection-response,67,,true,safe,2,18,2026-09-15T09:48:28.000Z,00000000-0000-4000-8000-0000000000c8
00000000-0000-4000-8000-0000000000c9,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),17,round-completed,100,3,true,,,,2026-09-15T09:48:33.000Z,00000000-0000-4000-8000-0000000000c9
00000000-0000-4000-8000-0000000000cb,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),18,hook,67,,true,safe,2,16,2026-09-15T09:48:53.000Z,00000000-0000-4000-8000-0000000000cb
00000000-0000-4000-8000-0000000000cc,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),18,diagnosis,67,,true,safe,2,20,2026-09-15T09:49:13.000Z,00000000-0000-4000-8000-0000000000cc
00000000-0000-4000-8000-0000000000cd,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),18,pitch,67,,true,safe,1,25,2026-09-15T09:49:38.000Z,00000000-0000-4000-8000-0000000000cd
00000000-0000-4000-8000-0000000000cf,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),18,objection-response,67,,true,safe,2,18,2026-09-15T09:50:02.000Z,00000000-0000-4000-8000-0000000000cf
00000000-0000-4000-8000-0000000000d1,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),18,objection-response,33,,true,safe,2,18,2026-09-15T09:50:26.000Z,00000000-0000-4000-8000-0000000000d1
00000000-0000-4000-8000-0000000000d2,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),18,round-completed,67,2,true,,,,2026-09-15T09:50:31.000Z,00000000-0000-4000-8000-0000000000d2
00000000-0000-4000-8000-0000000000d4,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),19,hook,100,,true,safe,2,16,2026-09-15T09:50:51.000Z,00000000-0000-4000-8000-0000000000d4
00000000-0000-4000-8000-0000000000d5,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),19,diagnosis,100,,true,safe,2,20,2026-09-15T09:51:11.000Z,00000000-0000-4000-8000-0000000000d5
00000000-0000-4000-8000-0000000000d6,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),19,pitch,100,,true,safe,2,25,2026-09-15T09:51:36.000Z,00000000-0000-4000-8000-0000000000d6
00000000-0000-4000-8000-0000000000d8,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),19,objection-response,100,,true,safe,2,18,2026-09-15T09:52:00.000Z,00000000-0000-4000-8000-0000000000d8
00000000-0000-4000-8000-0000000000da,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),19,objection-response,67,,true,safe,2,18,2026-09-15T09:52:24.000Z,00000000-0000-4000-8000-0000000000da
00000000-0000-4000-8000-0000000000db,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),19,round-completed,100,3,true,,,,2026-09-15T09:52:29.000Z,00000000-0000-4000-8000-0000000000db
00000000-0000-4000-8000-0000000000dd,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),20,hook,100,,true,safe,2,16,2026-09-15T09:52:49.000Z,00000000-0000-4000-8000-0000000000dd
00000000-0000-4000-8000-0000000000de,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.2,(ETL lookup),20,diagnosis,100,,true,safe,2,20,2026-09-15T09:53:09.000Z,00000000-0000-4000-8000-0000000000de
00000000-0000-4000-8000-0000000000df,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.2,(ETL lookup),20,pitch,100,,true,safe,2,25,2026-09-15T09:53:34.000Z,00000000-0000-4000-8000-0000000000df
00000000-0000-4000-8000-0000000000e1,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L2.3,(ETL lookup),20,objection-response,100,,true,safe,2,18,2026-09-15T09:53:58.000Z,00000000-0000-4000-8000-0000000000e1
00000000-0000-4000-8000-0000000000e2,BK-1234,b7a1e7d0-3f9d-4c4e-9a01-000000000001,level-2,L3.1,(ETL lookup),20,round-completed,100,3,true,,,,2026-09-15T09:54:03.000Z,00000000-0000-4000-8000-0000000000e2
